TERMINALID,MONTH1,YEAR1,AirlineAmount,MobileAmount,ICCDMRAMT,YBLDMR,NEPALDMR,DCBDMR,RBLDMR,otheramount,totalamount,airlinecommission,mobilecommission,YBLdmrcommission,DCBdmrcommission,RBLdmrcommission,NEPALdmrcommission,ICASH CASH BACK,otherscommission,totalcommission
INBOM03900540J,11,2015,0,70.91,10067.5,14047678.209,0,0,0,0,14057816.619,0,1.09,80461.99,0,0,0,0,0,80463.08
INBOM03900540J,12,2015,0,176.24,40539.18,14500572.9284,0,0,0,0,14541288.3484,0,2.76,82084.524,0,0,0,0,0,82087.284
INBOM03900540J,1,2016,0,0,83943.38,16152202.3664,0,0,0,0,16236145.7464,0,0,90150.704,0,0,0,0,0,90150.704
INBOM03900540J,2,2016,0,25.71,247060.36,16882922.03,0,0,0,0,17130008.1,0,0.29,93823.3,0,0,0,0,0,93823.59
INBOM03900540J,3,2016,0,25.71,168864.7,16489174.6244,0,0,0,0,16658065.0344,0,0.29,92177.084,0,0,0,0,0,92177.374
INBOM03900540J,4,2016,0,0,206882.44,17382039.084,0,0,0,0,17588921.524,0,0,96818.24,0,0,0,0,0,96818.24
INBOM03900540J,5,2016,4924.92,25.8,113601.34,18722086.491,0,0,0,0,18840638.551,125.66,0.2,103630.01,0,0,0,0,0,103755.87
INBOM03900540J,6,2016,-437.46,25.8,39699.68,16778500.305,0,0,0,0,16817788.325,-62.83,0.2,94135.06,0,0,0,0,0,94072.43
INBOM03900540J,7,2016,0,25.75,68853.38,13698336.6328,0,0,0,0,13767215.7628,0,0.25,77356.176,0,0,0,32,0,77388.426
INBOM03900540J,8,2016,0,0,266374.95,13675001.692,0,0,0,0,13941376.642,0,0,79066.64,0,0,0,183.5,0,79250.14
INBOM03900540J,9,2016,0,25.8,286061.9,13574972.8184,0,0,0,0,13861060.5184,0,0.2,78134.928,0,0,0,118.1255,0,78253.2535
INBOM03900540U,10,2015,4577.89,1660.1,5030,14883497.483,0,0,0,76.8048,14894842.2778,75.68,58.9,86526.13,0,0,0,0,25.7725,86686.4825
INBOM03900540U,11,2015,0,1430.72,0,17426308.078,0,0,0,0,17427738.798,0,51.28,100846.58,0,0,0,0,0,100897.86
INBOM03900540U,12,2015,0,1493.17,53822.49,14833182.01,0,0,0,0,14888497.67,0,55.83,85271.1,0,0,0,0,0,85326.93
INBOM03900540U,1,2016,0,2683.03,0,16471692.059,0,0,0,0,16474375.089,0,96.97,95415.49,0,0,0,0,0,95512.46
INBOM03900540U,2,2016,3768.89,3107.84,10060,15711777.351,0,0,0,76.8048,15728790.8858,97.9,86.16,91779.61,0,0,0,0,25.7725,91989.4425
INBOM03900540U,3,2016,5470.62,2111.51,0,12066575.092,0,0,0,76.8048,12074234.0268,158.2,43.49,70752.12,0,0,0,0,25.7725,70979.5825
INBOM03900540U,4,2016,0,1717.53,0,15523376.21,0,0,0,0,15525093.74,0,30.47,90213.1,0,0,0,0,0,90243.57
INBOM03900540U,5,2016,52279,1218.92,0,16865172.842,0,0,0,0,16918670.762,0,21.08,96619.62,0,0,0,0,0,96640.7
INBOM03900540U,6,2016,0,1168.71,0,15413145.209,0,0,0,3669,15417982.919,0,19.29,87803.18,0,0,0,0,0,87822.47
INBOM03900540U,7,2016,16017.2,1525.96,38746,11134736.1815,0,0,0,1735.296,11192760.6375,386.1,21.04,62973.23,0,0,0,7,52.32,63439.69
INBOM03900540U,8,2016,10365,1047.96,0,10436069.837,0,0,0,0,10447482.797,0,12.04,58351.54,0,0,0,0,0,58363.58
INBOM03900540U,9,2016,0,1351.68,0,8865234.645,0,0,0,3102,8869688.325,0,22.32,49770.9,0,0,0,0,0,49793.22
INBOM03900576R,10,2015,0,18925.72,22005118.65,0,0,0,0,0,22024044.37,0,484.28,0,0,0,0,0,0,484.28
INBOM03900576R,11,2015,0,11235.53,17964689.06,0,0,0,0,0,17975924.59,0,270.47,0,0,0,0,0,0,270.47
INBOM03900576R,12,2015,0,9140.32,11216976.15,0,0,0,0,0,11226116.47,0,212.68,0,0,0,0,0,0,212.68
INBOM03900576R,1,2016,0,16196.49,14170501.26,0,0,0,0,0,14186697.75,0,389.51,0,0,0,0,0,0,389.51
INBOM03900576R,2,2016,0,17279.99,14125418.8,0,0,0,0,0,14142698.79,0,433.01,0,0,0,0,0,0,433.01
INBOM03900576R,3,2016,0,29229.08,14295321.26,0,0,0,0,0,14324550.34,0,708.92,0,0,0,0,0,0,708.92
INBOM03900576R,4,2016,0,26867.94,13703557.04,0,0,0,0,0,13730424.98,0,679.06,0,0,0,0,0,0,679.06
INBOM03900576R,5,2016,0,36858.29,11248974.88,0,0,0,0,0,11285833.17,0,945.71,0,0,0,0,0,0,945.71
INBOM03900576R,6,2016,0,35972.57,12605232.3,0,0,0,0,0,12641204.87,0,900.43,0,0,0,0,345.66,0,1246.09
INBOM03900576R,7,2016,0,31373.44,19347832.96,0,0,0,0,0,19379206.4,0,784.56,0,0,0,0,10762.89,0,11547.45
INBOM03900576R,8,2016,0,28209.26,18381301.5,0,0,0,0,0,18409510.76,0,609.74,0,0,0,0,9435.21,0,10044.95
INBOM03900576R,9,2016,0,13712.5,15963075.11,0,0,0,0,0,15976787.61,0,316.5,0,0,0,0,10935.7282,0,11252.2282
INBOM03900634Y,7,2016,14388.78,11211.7,1728785.8,1186295.56,0,0,0,6735,2947416.84,450.76,131.3,5965.2,0,0,0,836.48,0,7383.74
INBOM03900634Y,8,2016,46106.92,49689.47,8289529.33,4402784.3533,0,0,0,11641.79,12799751.8633,680.1,495.53,22582.786,0,0,0,4138.42,66.08,27962.916
INBOM03900634Y,9,2016,23894.67,41930.04,7245575.71,5065790.7277,0,0,0,12748.51,12389939.6577,1064.57,419.96,26329.234,0,0,0,4999.3029,119.77,32932.8369
INBOM03900690W,10,2015,0,21705.33,3723207.56,491819.296,0,0,0,0,4236732.186,0,406.67,1878.56,0,0,0,0,0,2285.23
INBOM03900690W,11,2015,0,18848.96,3091169.29,965060.58,0,0,0,881.26,4075960.09,0,359.04,3373.8,0,0,0,0,0,3732.84
INBOM03900690W,12,2015,0,26580.74,2814283.3,331616.6,0,0,0,0,3172480.64,0,483.26,1356,0,0,0,0,0,1839.26
INBOM03900690W,1,2016,0,19387.27,4180006.96,502161.4,0,0,0,0,4701555.63,0,395.73,1584,0,0,0,0,0,1979.73
INBOM03900690W,2,2016,0,17376,5662386.49,932781.38,0,0,0,0,6612543.87,0,375,3671.8,0,0,0,0,0,4046.8
INBOM03900690W,3,2016,0,28979.27,6096513.06,760071,0,0,0,0,6885563.33,0,479.73,2520,0,0,0,0,0,2999.73
INBOM03900690W,4,2016,0,32787.54,8114668.93,1628436.7108,0,0,0,0,9775893.1808,0,625.46,6156.988,0,0,0,0,0,6782.448
INBOM03900690W,5,2016,0,38028.05,8194350.35,740494.98,0,0,0,0,8972873.38,0,755.95,2812.8,0,0,0,0,0,3568.75
INBOM03900690W,6,2016,0,25302.77,7505786.1,1212792.25,0,0,0,0,8743881.12,0,391.23,4315,0,0,0,251,0,4957.23
INBOM03900690W,7,2016,0,39455.13,8627332.35,861437.85,0,0,0,0,9528225.33,0,574.87,3017,0,0,0,2849.25,0,6441.12
INBOM03900690W,8,2016,0,33533.15,8466816.4,607997.792,0,0,0,0,9108347.342,0,495.85,2318.64,0,0,0,729.3,0,3543.79
INBOM03900690W,9,2016,0,26473.07,8283484.9,1042790.9,0,0,0,0,9352748.87,0,375.93,3648,0,0,0,4998.8789,0,9022.8089
INBOM03900872F,10,2015,0,105274.48,9327273.26,0,0,0,0,63895.0016,9496442.7416,0,1831.52,0,0,0,0,0,200.0016,2031.5216
INBOM03900872F,11,2015,0,91591.7,9656239.97,0,0,0,0,42452.0007,9790283.6707,0,1669.3,0,0,0,0,0,136.6677,1805.9677
INBOM03900872F,12,2015,0,83407.18,8167181.07,0,0,0,0,104058.631,8354646.881,0,1372.82,0,0,0,0,0,288.189,1661.009
INBOM03900872F,1,2016,0,83827.73,7204349.23,0,0,0,0,69660.7996,7357837.7596,0,1363.27,0,0,0,0,0,199.1124,1562.3824
INBOM03900872F,2,2016,0,65164.06,7135475.61,0,0,0,0,74037.2837,7274676.9537,0,1010.94,0,0,0,0,0,254.1303,1265.0703
INBOM03900872F,3,2016,0,108669.25,8523605.2,0,0,0,0,72188,8704462.45,0,1493.75,0,0,0,0,0,0,1493.75
INBOM03900872F,4,2016,0,109142.51,7830021.91,0,0,0,0,75706,8014870.42,0,1583.49,0,0,0,0,0,0,1583.49
INBOM03900872F,5,2016,0,93578.51,8792217.35,0,0,0,0,104296,8990091.86,0,1176.49,0,0,0,0,0,0,1176.49
INBOM03900872F,6,2016,0,70717.15,10987774.61,0,0,0,0,116392,11174883.76,0,936.85,0,0,0,0,728.15,0,1665
INBOM03900872F,7,2016,0,82259.69,11459480.11,0,0,0,0,117782,11659521.8,0,964.31,0,0,0,0,6813.64,0,7777.95
INBOM03900872F,8,2016,0,74506.2,11183041.2,0,0,0,0,101564,11359111.4,0,934.8,0,0,0,0,6354.06,0,7288.86
INBOM03900872F,9,2016,0,79517.28,11882612.37,0,0,0,0,98932,12061061.65,0,1017.72,0,0,0,0,8082.6876,0,9100.4076
INCJB039006429,11,2015,0,4877.62,3529919.28,0,0,0,0,0,3534796.9,0,17.38,0,0,0,0,0,0,17.38
INCJB039006429,12,2015,0,10841.07,7480221.99,0,0,0,0,0,7491063.06,0,71.93,0,0,0,0,0,0,71.93
INCJB039006429,1,2016,3161.12,15721.4,7143950.62,0,0,0,0,0,7162833.14,78.76,93.6,0,0,0,0,0,0,172.36
INCJB039006429,2,2016,0,8818.65,9891410.06,0,0,0,0,0,9900228.71,0,62.35,0,0,0,0,0,0,62.35
INCJB039006429,3,2016,0,15174.11,10358420.36,0,0,0,0,0,10373594.47,0,63.89,0,0,0,0,0,0,63.89
INCJB039006429,4,2016,0,4605.83,9577222.42,0,0,0,0,0,9581828.25,0,22.17,0,0,0,0,0,0,22.17
INCJB039006429,5,2016,0,7159.3,9527270.23,0,0,0,0,0,9534429.53,0,65.7,0,0,0,0,0,0,65.7
INCJB039006429,6,2016,0,10415.39,11371636.5,0,0,0,0,0,11382051.89,0,126.61,0,0,0,0,890.11,0,1016.72
INCJB039006429,7,2016,0,9213.78,12049231,0,0,0,0,0,12058444.78,0,112.22,0,0,0,0,5499.18,0,5611.4
INCJB039006429,8,2016,0,9820.6,13838483.98,0,0,0,0,0,13848304.58,0,102.4,0,0,0,0,6649.58,0,6751.98
INCJB039006429,9,2016,0,8959.47,10481120.2,0,0,0,0,0,10490079.67,0,77.53,0,0,0,0,5181.7042,0,5259.2342
INDEL03000397E,10,2015,0,12440.6,3327162.3,4010096.987,0,0,0,0,7349699.887,0,114.4,21405.57,0,0,0,0,0,21519.97
INDEL03000397E,11,2015,0,13444.83,1465306.51,3165614.3414,0,0,0,0,4644365.6814,0,157.17,16252.954,0,0,0,0,0,16410.124
INDEL03000397E,12,2015,0,10877.78,6143108.06,3709562.5696,0,0,0,0,9863548.4096,0,132.22,19428.256,0,0,0,0,0,19560.476
INDEL03000397E,1,2016,0,14356.09,7163321.8,4293395.0474,0,0,0,0,11471072.9374,0,139.91,21336.614,0,0,0,0,0,21476.524
INDEL03000397E,2,2016,0,17557.01,7202377.88,5383562.337,0,0,0,0,12603497.227,0,170.99,25614.07,0,0,0,0,0,25785.06
INDEL03000397E,3,2016,0,14483.82,10228899.45,5577908.345,0,0,0,0,15821291.615,0,155.18,28172.95,0,0,0,0,0,28328.13
INDEL03000397E,4,2016,0,17982.4,8278567.57,5492537.4988,0,0,0,0,13789087.4688,0,165.6,27571.668,0,0,0,0,0,27737.268
INDEL03000397E,5,2016,0,16895.91,8418002.06,6541194.355,0,0,0,0,14976092.325,0,160.09,33424.05,0,0,0,0,0,33584.14
INDEL03000397E,6,2016,0,18626.06,8537657.41,5057728.7641,0,0,0,0,13614012.2341,0,129.94,25326.142,0,0,0,360.84,0,25816.922
INDEL03000397E,7,2016,0,18725.16,10443582.03,4964292.862,0,0,0,0,15426600.052,0,160.84,24408.04,0,0,0,8027.05,0,32595.93
INDEL03000397E,8,2016,0,17251.66,9746714.7,3144763.138,0,0,0,0,12908729.498,0,160.34,14931.96,0,0,0,6880.26,0,21972.56
INDEL03000397E,9,2016,0,10715.82,8572921.74,3877556.1675,0,0,0,0,12461193.7275,0,79.18,19690.35,0,0,0,4032.8713,0,23802.4013
INDEL039002921,10,2015,0,10974.26,0,13577166.836,0,0,0,3086.4212,13591227.5172,0,110.74,80233.96,0,0,0,0,18.4212,80363.1212
INDEL039002921,11,2015,23361.84,11841.02,0,13394495.6834,0,0,0,5416.379,13435114.9224,518,147.98,77142.574,0,0,0,0,26.2458,77834.7998
INDEL039002921,12,2015,0,14443.7,0,13456192.0514,0,0,0,4486.1368,13475121.8882,0,182.3,78465.054,0,0,0,0,20.9592,78668.3132
INDEL039002921,1,2016,4878,12485.3,0,16473836.3954,0,0,0,6264.3473,16497464.0427,0,160.7,96152.894,0,0,0,0,34.0587,96347.6527
INDEL039002921,2,2016,0,14178.75,0,16753028.12,0,0,0,3022.8526,16770229.7226,0,146.25,97683.2,0,0,0,0,15.7194,97845.1694
INDEL039002921,3,2016,0,14571.94,0,17010234.6218,0,0,0,2572,17027378.5618,0,200.06,97808.198,0,0,0,0,0,98008.258
INDEL039002921,4,2016,3084.75,17814.87,0,13612191.854,0,0,0,11442,13644533.474,22.5,187.13,78672.94,0,0,0,0,0,78882.57
INDEL039002921,5,2016,0,20525.8,0,12791423.338,0,0,0,4296,12816245.138,0,199.2,74065.18,0,0,0,0,0,74264.38
INDEL039002921,6,2016,0,19560.22,0,15138665.0435,0,0,0,2732,15160957.2635,0,181.78,88252.45,0,0,0,0,0,88434.23
INDEL039002921,7,2016,3152,21952.78,0,15107728.787,0,0,0,5928,15138761.567,0,175.22,87794.54,0,0,0,0,0,87969.76
INDEL039002921,8,2016,0,16783.19,0,14795621.7551,0,0,0,3511,14815915.9451,0,122.81,85528.942,0,0,0,0,0,85651.752
INDEL039002921,9,2016,0,18468.37,0,14036475.453,0,0,0,2982,14057925.823,0,151.63,81244.26,0,0,0,0,0,81395.89
INDEL03900530E,10,2015,0,21163.75,4336570.6,3078413.7846,20000,0,0,56424.0528,7512572.1874,0,425.25,16356.906,0,0,31.5,0,21.0528,16834.7088
INDEL03900530E,11,2015,0,16733.91,2759326.28,2650181.43,6000,0,0,92371.2316,5524612.8516,0,328.09,14257.3,0,0,31.5,0,41.9652,14658.8552
INDEL03900530E,12,2015,0,21164.74,2925640.06,941634.553,0,0,0,59479.4947,3947918.8477,0,359.26,4643.83,0,0,0,0,18.3393,5021.4293
INDEL03900530E,1,2016,0,18449.19,2828611.67,1055345.509,0,0,0,58574.321,3960980.69,0,271.81,5684.99,0,0,0,0,26.199,5982.999
INDEL03900530E,2,2016,0,21500.59,4769198.79,3078122.987,0,0,0,40135.7368,7908958.1038,0,327.41,16285.57,0,0,0,0,20.9592,16633.9392
INDEL03900530E,3,2016,0,19042.95,4164172.65,4153956.198,19500,0,0,20163,8376834.798,0,280.05,22239.78,0,0,23.625,0,0,22543.455
INDEL03900530E,4,2016,0,16932.21,3648539.1,3828758.415,11000,0,0,26084.7,7531314.425,0,252.79,20055.65,0,0,23.625,0,0,20332.065
INDEL03900530E,5,2016,0,24221.65,4122073.35,3956246.724,0,0,0,54681.5,8157223.224,0,270.35,20848.64,0,0,0,0,0,21118.99
INDEL03900530E,6,2016,0,21143.55,4604977.38,3958192.6865,8000,0,0,11749,8604062.6165,0,256.45,20832.13,0,0,23.625,99.6,0,21211.805
INDEL03900530E,7,2016,10605.05,24149.24,3710422.22,3343446.3377,9500,0,0,959,7099081.8477,288.38,287.76,17925.434,0,0,23.625,771.05,0,19296.249
INDEL03900530E,8,2016,0,19068.03,5187466.53,4117898.236,15000,0,0,10215,9349647.796,0,235.97,21747.12,0,0,23.625,775.6,0,22782.315
INDEL03900530E,9,2016,0,23541.34,4866206.98,4132687.1675,5500,0,0,9854,9037789.4875,0,192.66,21980.35,0,0,23.625,2386.0852,300,24882.7202
INDEL03900812G,10,2015,0,42749.45,3153688.42,7447622.2122,0,0,0,0,10644060.0822,0,1035.55,38297.542,0,0,0,0,0,39333.092
INDEL03900812G,11,2015,0,20047.63,2888172.44,6551666.4374,0,0,0,0,9459886.5074,0,376.37,32789.514,0,0,0,0,0,33165.884
INDEL03900812G,12,2015,0,8492.91,3091554.27,7410191.556,0,0,0,0,10510238.736,0,151.09,36717.16,0,0,0,0,0,36868.25
INDEL03900812G,1,2016,0,72853.51,2694619.58,7318607.9654,0,0,0,0,10086081.0554,0,1386.49,35495.594,0,0,0,0,0,36882.084
INDEL03900812G,2,2016,0,95154.94,3110192.95,8120542.1848,0,0,0,0,11325890.0748,0,2147.06,39593.128,0,0,0,0,0,41740.188
INDEL03900812G,3,2016,0,73159.14,3215815.58,7552846.6476,0,0,0,0,10841821.3676,0,1607.86,35524.836,0,0,0,0,0,37132.696
INDEL03900812G,4,2016,0,48647.46,3250106.14,9927527.725,0,0,0,0,13226281.325,0,984.54,47664.75,0,0,0,0,0,48649.29
INDEL03900812G,5,2016,0,49421.69,2909958.97,8297208.9134,0,0,0,0,11256589.5734,0,1136.31,40187.874,0,0,0,0,0,41324.184
INDEL03900812G,6,2016,0,100410.34,2876327.32,5497776.862,0,0,0,57940,8532454.522,0,1738.66,28618.22,0,0,0,170.45,0,30527.33
INDEL03900812G,7,2016,0,214574.76,4245227.5,4791296.5568,0,0,0,8530,9259628.8168,0,3123.24,25346.256,0,0,0,2044.68,0,30514.176
INDEL03900812G,8,2016,0,438821.58,3979661.62,6007386.8467,0,0,0,4680,10430550.0467,0,5044.42,32191.214,0,0,0,1538.52,0,38774.154
INDEL03900812G,9,2016,0,439795.4,3751897.81,6784989.5272,0,0,0,30400,11007082.7372,0,5075.6,36931.024,0,0,0,1892.7491,0,43899.3731
INDEL039009422,10,2015,0,97510.71,5247932.77,856774.4096,0,0,0,20638.5781,6222856.4677,0,2092.29,4904.488,0,0,0,0,60.5268,7057.3048
INDEL039009422,11,2015,0,108150.74,4549116.63,1411198.528,0,0,0,12440.2851,6080906.1831,0,2432.26,6804.34,0,0,0,0,44.6436,9281.2436
INDEL039009422,12,2015,5972.35,91724.46,4765653.12,1649458.224,0,0,0,21313.5066,6534121.6606,172.06,1829.54,8047.22,0,0,0,0,68.1174,10116.9374
INDEL039009422,1,2016,3770.76,114086.72,5164755.13,905021.96,0,0,0,7201.6574,6194836.2274,94.05,2168.28,4668.8,0,0,0,0,36.6786,6967.8086
INDEL039009422,2,2016,0,126111.81,4288411.03,768295.76,0,0,0,632.9041,5183451.5041,0,2319.19,3941.55,0,0,0,0,2.6199,6263.3599
INDEL039009422,3,2016,10707.94,125237.49,4414357.94,850480.824,0,0,0,0,5400784.194,47.57,2530.51,4097.72,0,0,0,0,0,6675.8
INDEL039009422,4,2016,8624.06,148879.4,4205537.86,1217964.24,0,0,0,0,5581005.56,239.92,2666.6,5315.95,0,0,0,0,0,8222.47
INDEL039009422,5,2016,0,130715.07,5129165.3,1108085.5128,0,0,0,0,6367965.8828,0,2349.93,5472.484,0,0,0,0,0,7822.414
INDEL039009422,6,2016,0,132076.66,5312043.29,804821.644,0,0,0,0,6248941.594,0,2598.34,4446.07,0,0,0,210.35,0,7254.76
INDEL039009422,7,2016,0,140034.99,5216732.01,579573.9648,0,0,0,0,5936340.9648,0,2414.01,3043.794,0,0,0,2798.31,0,8256.114
INDEL039009422,8,2016,0,128262.49,4446281.63,1899053.584,0,0,0,0,6473597.704,0,2349.51,10625.28,0,0,0,1845.48,0,14820.27
INDEL039009422,9,2016,0,115807.1,4372811.98,4253143.5417,0,0,0,0,8741762.6217,0,2231.9,24433.114,0,0,0,2414.6051,0,29079.6191
INDEL03901082H,10,2015,0,31053.94,6098782.16,2489415.2,0,0,0,2548.8947,8621800.1947,0,74.06,12166,0,0,0,0,2.6316,12242.6916
INDEL03901082H,11,2015,0,26986.78,6426902.07,2458682.864,0,0,0,7562.8947,8920134.6087,0,204.22,12166.42,0,0,0,0,2.6316,12373.2716
INDEL03901082H,12,2015,0,28283.61,5712268.04,2320713.216,0,0,0,997.9041,8062262.7701,0,171.39,11995.98,0,0,0,0,2.6199,12169.9899
INDEL03901082H,1,2016,0,29882.16,5799728.89,3589671.792,0,0,0,1960.9041,9421243.7461,0,330.84,18014.01,0,0,0,0,2.6199,18347.4699
INDEL03901082H,2,2016,6410.92,57965.01,6242253.22,4492890.448,0,0,0,2054.9041,10801574.5021,143.85,723.99,22665.69,0,0,0,0,2.6199,23536.1499
INDEL03901082H,3,2016,2775,46834.45,7131928.38,4857846.2912,0,0,0,3688,12043072.1212,0,417.55,25112.136,0,0,0,0,0,25529.686
INDEL03901082H,4,2016,0,45649.78,6982519.39,6522587.292,0,0,0,1935,13552691.462,0,524.22,32749.01,0,0,0,0,0,33273.23
INDEL03901082H,5,2016,0,67194.45,6656371.23,5510437.1744,0,0,0,8047,12242049.8544,0,860.55,27409.004,0,0,0,0,0,28269.554
INDEL03901082H,6,2016,0,70841.21,7361589.96,5329037.239,0,0,0,4775,12766243.409,0,1120.79,26830.92,0,0,0,563.7,0,28515.41
INDEL03901082H,7,2016,17236,66571.1,6598170.41,5027364.3054,0,0,0,9043.75,11718385.5654,0,946.9,25395.468,0,0,0,4632.62,0,30974.988
INDEL03901082H,8,2016,0,60109.41,6821130.72,4907811.9396,0,0,0,23474,11812526.0696,0,753.59,23287.432,0,0,0,3776.79,0,27817.812
INDEL03901082H,9,2016,0,62021.26,6580679.2,4030648.346,0,0,0,4133,10677481.806,0,814.74,20203.32,0,0,0,4210.3779,0,25228.4379
INHYD03900213M,10,2015,0,709.63,12172817.07,0,0,0,0,0,12173526.7,0,9.37,0,0,0,0,0,0,9.37
INHYD03900213M,11,2015,0,1422.44,10949241.7,0,0,0,0,0,10950664.14,0,16.56,0,0,0,0,0,0,16.56
INHYD03900213M,12,2015,0,692.47,12281870.99,0,0,0,0,0,12282563.46,0,8.53,0,0,0,0,0,0,8.53
INHYD03900213M,1,2016,9716,3487.82,10723224.78,0,0,0,0,0,10736428.6,0,29.18,0,0,0,0,0,0,29.18
INHYD03900213M,2,2016,0,3827.53,8559688.77,0,0,0,0,0,8563516.3,0,27.47,0,0,0,0,0,0,27.47
INHYD03900213M,3,2016,0,737.07,10736271.46,0,0,0,0,0,10737008.53,0,3.93,0,0,0,0,0,0,3.93
INHYD03900213M,4,2016,6947.6,2167.61,10033083.45,0,0,0,0,160.35,10042359.01,185.5,17.39,0,0,0,0,0,52.0625,254.9525
INHYD03900213M,5,2016,0,1581.19,10587040.63,0,0,0,0,632,10589253.82,0,8.81,0,0,0,0,0,0,8.81
INHYD03900213M,6,2016,0,1378.74,10139762.64,0,0,0,0,0,10141141.38,0,7.26,0,0,0,0,555.17,0,562.43
INHYD03900213M,7,2016,0,2808.54,9978178.29,0,0,0,0,3155,9984141.83,0,12.46,0,0,0,0,6301.18,0,6313.64
INHYD03900213M,8,2016,0,3230.91,11134793.24,0,0,0,0,0,11138024.15,0,18.09,0,0,0,0,6957.5,0,6975.59
INHYD03900213M,9,2016,4549.4294,3945.16,10143494.13,0,0,0,0,79.382,10152068.1014,0.87,21.84,0,0,0,0,4381.0344,25.7725,4429.5169
INIDR039001626,3,2016,0,2559.26,229345.65,0,0,0,0,0,231904.91,0,66.74,0,0,0,0,0,0,66.74
INIDR039001626,4,2016,0,10535.41,3758705.24,0,0,0,0,2219.31,3771459.96,0,246.59,0,0,0,0,0,115.69,362.28
INIDR039001626,5,2016,0,5324.18,6176887.11,0,0,0,0,6692.48,6188903.77,0,89.82,0,0,0,0,0,208.12,297.94
INIDR039001626,6,2016,0,6784.4,7103157.91,0,0,0,3304257,2975.51,10417174.82,0,97.6,0,0,18537.746,0,459.82,66.49,19161.656
INIDR039001626,7,2016,0,9557.86,8529085.32,0,0,0,4762789,6637.74,13308069.92,0,133.14,0,0,26791.552,0,10470.74,46.26,37441.692
INIDR039001626,8,2016,0,7245.51,11315407.04,0,0,0,7838971,3129,19164752.55,0,133.49,0,0,43907.172,0,12993.56,0,57034.222
INIDR039001626,9,2016,0,7202.97,12196871.69,0,0,0,8912855,7079,21124008.66,0,130.03,0,0,49554.482,0,5307.1664,260,55251.6784
INJGA03900033J,10,2015,0,2014.38,670230.43,0,0,0,0,0,672244.81,0,52.62,0,0,0,0,0,0,52.62
INJGA03900033J,11,2015,0,1556.87,1016080.95,0,0,0,0,0,1017637.82,0,43.13,0,0,0,0,0,0,43.13
INJGA03900033J,12,2015,0,2392.39,1548426.23,0,0,0,0,0,1550818.62,0,47.61,0,0,0,0,0,0,47.61
INJGA03900033J,1,2016,0,17114.96,4391618.94,0,0,0,0,0,4408733.9,0,292.04,0,0,0,0,0,0,292.04
INJGA03900033J,2,2016,0,5998.07,3553688.4,0,0,0,0,0,3559686.47,0,125.93,0,0,0,0,0,0,125.93
INJGA03900033J,3,2016,0,10838.43,6438053.29,0,0,0,0,0,6448891.72,0,160.57,0,0,0,0,0,0,160.57
INJGA03900033J,4,2016,0,9762.2,5761948.35,0,0,0,0,0,5771710.55,0,170.8,0,0,0,0,0,0,170.8
INJGA03900033J,5,2016,0,13971.17,9332315.45,0,0,0,0,0,9346286.62,0,229.83,0,0,0,0,0,0,229.83
INJGA03900033J,6,2016,0,5066.36,8118577.35,0,0,0,0,0,8123643.71,0,68.64,0,0,0,0,1623.95,0,1692.59
INJGA03900033J,7,2016,0,14074.22,13948720.61,0,0,0,0,0,13962794.83,0,243.78,0,0,0,0,10196.71,0,10440.49
INJGA03900033J,8,2016,0,10960.94,10282388.11,0,0,0,0,0,10293349.05,0,150.06,0,0,0,0,7018.48,0,7168.54
INJGA03900033J,9,2016,0,5197.04,10989150.83,0,0,0,0,0,10994347.87,0,86.96,0,0,0,0,6954.2123,0,7041.1723
